learning_rate,batch_size,dropout,weight_decay,"f1_t
",f1_Accuracy,f1_AUC,f1_Precision,f1_Recall,f1_Specificity,f1_F1,"j_t
",j_Accuracy,j_AUC,j_Precision,j_Recall,j_Specificity,j_F1,"roc_t
",roc_Accuracy,roc_AUC,roc_Precision,roc_Recall,roc_Specificity,roc_F1
0.0001,8,0.3,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.009291067719459534,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187,0.009291067719459534,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187
0.0001,8,0.3,0.0001,0.05000000074505806,0.5,0.26249998807907104,0.0,0.0,0.5249999761581421,,0.06584715098142624,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,,0.06584715098142624,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,
0.0001,8,0.3,0.001,0.05000000074505806,0.6428571343421936,0.3375000059604645,0.0,0.0,0.675000011920929,,0.05497854948043823,0.6904761791229248,0.36250001192092896,0.0,0.0,0.7250000238418579,,0.05497854948043823,0.6904761791229248,0.36250001192092896,0.0,0.0,0.7250000238418579,
0.0001,8,0.5,1e-05,0.05000000074505806,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,,0.054708994925022125,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,,0.054708994925022125,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,
0.0001,8,0.5,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.0065941340290009975,0.5,0.26249998807907104,0.0,0.0,0.5249999761581421,,0.0065941340290009975,0.5,0.26249998807907104,0.0,0.0,0.5249999761581421,
0.0001,8,0.5,0.001,0.10000000149011612,0.5952380895614624,0.3125,0.0,0.0,0.625,,0.10360370576381683,0.6904761791229248,0.36250001192092896,0.0,0.0,0.7250000238418579,,0.0838756412267685,0.5,0.26249998807907104,0.0,0.0,0.5249999761581421,
0.0001,8,0.7,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.0022224890999495983,0.2380952388048172,0.6000000238418579,0.05882352963089943,1.0,0.20000000298023224,0.1111111119389534,0.005067782010883093,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187
0.0001,8,0.7,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.011650626547634602,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187,0.011650626547634602,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187
0.0001,8,0.7,0.001,0.15000000596046448,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612,0.17015229165554047,0.8809523582458496,0.4625000059604645,0.0,0.0,0.925000011920929,,0.14502716064453125,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294
0.0001,16,0.3,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.025842007249593735,0.5476190447807312,0.2874999940395355,0.0,0.0,0.574999988079071,,0.025842007249593735,0.5476190447807312,0.2874999940395355,0.0,0.0,0.574999988079071,
0.0001,16,0.3,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.030550919473171234,0.7142857313156128,0.375,0.0,0.0,0.75,,0.030550919473171234,0.7142857313156128,0.375,0.0,0.0,0.75,
0.0001,16,0.3,0.001,0.05000000074505806,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096,0.048823289573192596,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096,0.037502363324165344,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548
0.0001,16,0.5,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.03184927627444267,0.2857142984867096,0.625,0.0625,1.0,0.25,0.11764705926179886,0.03566017374396324,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187
0.0001,16,0.5,0.0001,0.05000000074505806,0.6904761791229248,0.36250001192092896,0.0,0.0,0.7250000238418579,,0.041128382086753845,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,,0.041128382086753845,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,
0.0001,16,0.5,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.06938167661428452,0.761904776096344,0.4000000059604645,0.0,0.0,0.800000011920929,,0.06938167661428452,0.761904776096344,0.4000000059604645,0.0,0.0,0.800000011920929,
0.0001,16,0.7,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.206619992852211,0.5714285969734192,0.7749999761581421,0.10000000149011612,1.0,0.550000011920929,0.1818181872367859,0.20717860758304596,0.6904761791229248,0.6000000238418579,0.07692307978868484,0.5,0.699999988079071,0.13333334028720856
0.0001,16,0.7,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.08511204272508621,0.738095223903656,0.38749998807907104,0.0,0.0,0.7749999761581421,,0.058045536279678345,0.5476190447807312,0.2874999940395355,0.0,0.0,0.574999988079071,
0.0001,16,0.7,0.001,0.05000000074505806,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294,0.058247096836566925,0.5476190447807312,0.2874999940395355,0.0,0.0,0.574999988079071,,0.04911847040057182,0.5,0.5,0.0476190485060215,0.5,0.5,0.08695652335882187
0.0001,32,0.3,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.16214150190353394,0.6190476417541504,0.5625,0.0625,0.5,0.625,0.1111111119389534,0.16214150190353394,0.6190476417541504,0.5625,0.0625,0.5,0.625,0.1111111119389534
0.0001,32,0.3,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.22553430497646332,0.6190476417541504,0.800000011920929,0.1111111119389534,1.0,0.6000000238418579,0.20000000298023224,0.22572214901447296,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
0.0001,32,0.3,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.2084180861711502,0.6428571343421936,0.8125,0.11764705926179886,1.0,0.625,0.21052631735801697,0.20886890590190887,0.7857142686843872,0.6499999761581421,0.1111111119389534,0.5,0.800000011920929,0.1818181872367859
0.0001,32,0.5,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.11960295587778091,0.9523809552192688,0.5,,0.0,1.0,,0.11960295587778091,0.9523809552192688,0.5,,0.0,1.0,
0.0001,32,0.5,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.174713134765625,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068,0.174713134765625,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068
0.0001,32,0.5,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.02300591580569744,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294,0.02300591580569744,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294
0.0001,32,0.7,1e-05,0.20000000298023224,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.19635693728923798,0.5952380895614624,0.7875000238418579,0.10526315867900848,1.0,0.574999988079071,0.190476194024086,0.19726403057575226,0.6904761791229248,0.8374999761581421,0.13333334028720856,1.0,0.675000011920929,0.23529411852359772
0.0001,32,0.7,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.2309264838695526,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548,0.2309264838695526,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548
0.0001,32,0.7,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.22171269357204437,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068,0.22176021337509155,0.7142857313156128,0.8500000238418579,0.1428571492433548,1.0,0.699999988079071,0.25
0.0001,64,0.3,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.12465409189462662,0.9523809552192688,0.5,,0.0,1.0,,0.12265102565288544,0.261904776096344,0.375,0.032258063554763794,0.5,0.25,0.06060606241226196
0.0001,64,0.3,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.16334739327430725,0.4047619104385376,0.44999998807907104,0.03999999910593033,0.5,0.4000000059604645,0.07407407462596893,0.1634548306465149,0.523809552192688,0.512499988079071,0.05000000074505806,0.5,0.5249999761581421,0.09090909361839294
0.0001,64,0.3,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.16965247690677643,0.3571428656578064,0.42500001192092896,0.03703703731298447,0.5,0.3499999940395355,0.06896551698446274,0.1697216033935547,0.380952388048172,0.4375,0.03846153989434242,0.5,0.375,0.0714285746216774
0.0001,64,0.5,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.16247905790805817,0.4761904776096344,0.48750001192092896,0.04545454680919647,0.5,0.4749999940395355,0.0833333358168602,0.16247905790805817,0.4761904776096344,0.48750001192092896,0.04545454680919647,0.5,0.4749999940395355,0.0833333358168602
0.0001,64,0.5,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.2313067615032196,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068,0.2315949946641922,0.761904776096344,0.637499988079071,0.10000000149011612,0.5,0.7749999761581421,0.1666666716337204
0.0001,64,0.5,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.17173132300376892,0.6904761791229248,0.6000000238418579,0.07692307978868484,0.5,0.699999988079071,0.13333334028720856,0.17173132300376892,0.6904761791229248,0.6000000238418579,0.07692307978868484,0.5,0.699999988079071,0.13333334028720856
0.0001,64,0.7,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.026897422969341278,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068,0.026897422969341278,0.6666666865348816,0.824999988079071,0.125,1.0,0.6499999761581421,0.2222222238779068
0.0001,64,0.7,0.0001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.18664036691188812,0.8809523582458496,0.4625000059604645,0.0,0.0,0.925000011920929,,0.18664036691188812,0.8809523582458496,0.4625000059604645,0.0,0.0,0.925000011920929,
0.0001,64,0.7,0.001,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.09631819278001785,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886,0.09631819278001785,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886
5e-05,8,0.3,1e-05,0.15000000596046448,0.5476190447807312,0.5249999761581421,0.05263157933950424,0.5,0.550000011920929,0.095238097012043,0.17252220213413239,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25,0.17252220213413239,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25
5e-05,8,0.3,0.0001,0.15000000596046448,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.1409306675195694,0.3333333432674408,0.6499999761581421,0.06666667014360428,1.0,0.30000001192092896,0.125,0.14412082731723785,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886
5e-05,8,0.3,0.001,0.20000000298023224,0.5952380895614624,0.550000011920929,0.05882352963089943,0.5,0.6000000238418579,0.10526315867900848,0.20070508122444153,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,,0.20070508122444153,0.5714285969734192,0.30000001192092896,0.0,0.0,0.6000000238418579,
5e-05,8,0.5,1e-05,0.0,0.0476190485060215,0.5,0.0476190485060215,1.0,0.0,0.09090909361839294,0.1949225664138794,0.7857142686843872,0.4124999940395355,0.0,0.0,0.824999988079071,,0.05396243557333946,0.523809552192688,0.2750000059604645,0.0,0.0,0.550000011920929,
5e-05,8,0.5,0.0001,0.25,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.215094193816185,0.761904776096344,0.637499988079071,0.10000000149011612,0.5,0.7749999761581421,0.1666666716337204,0.215094193816185,0.761904776096344,0.637499988079071,0.10000000149011612,0.5,0.7749999761581421,0.1666666716337204
5e-05,8,0.5,0.001,0.20000000298023224,0.6904761791229248,0.6000000238418579,0.07692307978868484,0.5,0.699999988079071,0.13333334028720856,0.2028047740459442,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548,0.2028047740459442,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548
5e-05,8,0.7,1e-05,0.20000000298023224,0.3571428656578064,0.6625000238418579,0.06896551698446274,1.0,0.32499998807907104,0.12903225421905518,0.1996174156665802,0.3571428656578064,0.6625000238418579,0.06896551698446274,1.0,0.32499998807907104,0.12903225421905518,0.20618031919002533,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096
5e-05,8,0.7,0.0001,0.20000000298023224,0.9047619104385376,0.7124999761581421,0.25,0.5,0.925000011920929,0.3333333432674408,0.18671295046806335,0.5,0.737500011920929,0.08695652335882187,1.0,0.4749999940395355,0.1599999964237213,0.1911064088344574,0.738095223903656,0.625,0.09090909361839294,0.5,0.75,0.1538461595773697
5e-05,8,0.7,0.001,0.25,0.7142857313156128,0.612500011920929,0.0833333358168602,0.5,0.7250000238418579,0.1428571492433548,0.24765515327453613,0.6666666865348816,0.5874999761581421,0.0714285746216774,0.5,0.675000011920929,0.125,0.24765515327453613,0.6666666865348816,0.5874999761581421,0.0714285746216774,0.5,0.675000011920929,0.125
5e-05,16,0.3,1e-05,0.15000000596046448,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886,0.18964391946792603,0.7857142686843872,0.4124999940395355,0.0,0.0,0.824999988079071,,0.1299813687801361,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
5e-05,16,0.3,0.0001,0.15000000596046448,0.5952380895614624,0.3125,0.0,0.0,0.625,,0.15256428718566895,0.5952380895614624,0.3125,0.0,0.0,0.625,,0.15256428718566895,0.5952380895614624,0.3125,0.0,0.0,0.625,
5e-05,16,0.3,0.001,0.10000000149011612,0.6428571343421936,0.3375000059604645,0.0,0.0,0.675000011920929,,0.09053275734186172,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612,0.09053275734186172,0.5714285969734192,0.5375000238418579,0.0555555559694767,0.5,0.574999988079071,0.10000000149011612
5e-05,16,0.5,1e-05,0.20000000298023224,0.8333333134651184,0.675000011920929,0.1428571492433548,0.5,0.8500000238418579,0.2222222238779068,0.18073056638240814,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886,0.18073056638240814,0.6428571343421936,0.574999988079071,0.06666667014360428,0.5,0.6499999761581421,0.11764705926179886
5e-05,16,0.5,0.0001,0.20000000298023224,0.8809523582458496,0.699999988079071,0.20000000298023224,0.5,0.8999999761581421,0.2857142984867096,0.1934438943862915,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25,0.1934438943862915,0.8571428656578064,0.6875,0.1666666716337204,0.5,0.875,0.25
5e-05,16,0.5,0.001,0.15000000596046448,0.4761904776096344,0.48750001192092896,0.04545454680919647,0.5,0.4749999940395355,0.0833333358168602,0.15041375160217285,0.5476190447807312,0.5249999761581421,0.05263157933950424,0.5,0.550000011920929,0.095238097012043,0.15041375160217285,0.5476190447807312,0.5249999761581421,0.05263157933950424,0.5,0.550000011920929,0.095238097012043
